Identifier	Product Name
270361000189101	Ox-mezetol	
270421000189101	Oxop	
270441000189105	Oxoplan	
270461000189106	Oxrate	
270481000189100	Oxter	
270521000189100	Oxy	
270561000189105	Oxynate-AR	
270591000189102	Oxypan	
270621000189104	Oxyrea	
270671000189100	Oxzey	
270691000189101	Oxzucia	
27071000189101	Alorex	
270741000189103	Oycyp	
270791000189105	Ozad	
270841000189107	Ozec	
270871000189104	Ozed	
27091000189102	Aloric	
270931000189107	Ozepam	
270951000189103	Ozicef	
270971000189109	Ozicef-s	
271001000189107	OZL	
271051000189108	Ozoderm	
271091000189103	Ozolin	
27111000189109	Aloriv	
271111000189105	Ozomat	
271181000189101	Ozovas	
271201000189102	Ozus	
271251000189101	Ozz	
271371000189100	P-125 DT-tab	
271441000189100	Pacid	
271471000189108	Pacifol	
271491000189107	Pacimol	
271551000189103	Pacip	
271581000189106	Pacipik	
271611000189103	Paciquil	
271661000189101	Pacitane	
27171000189102	Alovir	
271711000189106	Pacliall	
271761000189108	Paclitax	
271781000189102	Paclitec	
271801000189101	Paclitrust	
271831000189109	Pacrip	
271851000189100	Pacyl	
271871000189106	Padla-L Plus	
271891000189105	Padlas	
271921000189100	Padlas-L	
271981000189104	Painadol	
27201000189101	Aloxis	
272021000189105	Painadol-P	
272041000189101	Paine	
272061000189100	Painil	
272081000189106	Painout	
272161000189104	Paleo	
272181000189105	Palgic	
272211000189106	Palin	
272231000189101	Palio	
272271000189104	Palmy	
27231000189109	Alp	
272401000189108	Pamidria	
272471000189103	Pamol	
272491000189104	Pamserine	
272521000189101	Pamtrazol	
272541000189105	Pan	
272561000189106	PAN EC	
272591000189103	Panace	
272611000189108	Panact	
272641000189109	Panasta	
272661000189105	Panbest	
272691000189102	Panbloc	
272711000189100	Pancef	
272731000189105	Pancef O	
272751000189101	Pancef Of	
272771000189107	Pancef-o	
272791000189106	Pancef-O D	
27281000189108	Alpam	
272811000189107	Pancrazio	
272831000189102	Pancruz	
272871000189100	Pandat	
272891000189101	Pandon	
272911000189103	Pandoray	
272941000189102	Pandosun	
272961000189101	Pandry	
273001000189108	Panfast	
27301000189109	Alpan	
273021000189102	Panfast inj	
273041000189106	Pangate	
273061000189107	Pangraf	
273081000189101	Pangy-40	
273101000189109	Panik	
273121000189103	Panim	
273141000189107	Panimun Bioral	
273161000189108	Panium Bioral	
273181000189102	Pankai	
273211000189101	Panlab	
273241000189100	Panloc	
273271000189108	Panmint	
273341000189109	Panocid	
273401000189104	Pan-Od EC	
27341000189107	Alparazole	
273431000189107	Panon	
273461000189100	Panopaz	
273481000189106	Panor	
273501000189100	Panpac	
273521000189106	Panpari	
273541000189102	Panpot	
273561000189101	Panpra	
273591000189109	Panpra-40	
273621000189107	Panpro	
273651000189100	Panprozole	
273671000189106	Pansa	
27371000189104	Alpenta	
273711000189107	Pansafe	
273741000189108	Pansaul	
273761000189109	Pansec	
273801000189102	Pansoft	
273841000189104	Panstrike	
273861000189103	Pansure	
273911000189109	Pantab	
273931000189104	Pantabit	
273951000189108	Pantact	
273971000189102	Pantadal	
274001000189105	Pantagon	
274031000189102	Pantakind	
274071000189100	Pantakos	
274141000189109	Pantamep	
274161000189105	Pantanib	
274191000189102	Pantazol	
274211000189103	Pantec	
274251000189104	Pantest	
274281000189107	Pantiac	
274301000189108	Pantif	
274331000189100	Pantin	
274351000189109	Pantin EC	
274371000189103	Pantin l	
274411000189104	Pantium	
274431000189109	Panto	
274451000189100	Pantocaf	
274471000189106	Pantocar	
274511000189100	Pantocid	
274531000189105	Pantocid fast	
274571000189107	Pantocip	
274591000189106	Pantocom	
27461000189103	Alpha-d3	
274621000189109	Pantocos	
274651000189102	Pantocure	
274691000189107	Pantodac	
274711000189109	Pantodac EC	
274731000189104	Pantoday	
274761000189106	Pantofer	
274781000189100	Pantofin	
274801000189104	Pantol	
274821000189105	Pantolex	
274841000189101	Pantoloc	
274861000189100	Pantoloc-40	
274881000189106	Pantolup	
274901000189109	Pantom	
274921000189103	Pantomas	
274951000189105	Pantomax	
274971000189104	Pantomore	
275001000189109	Pantonis	
275031000189101	Pantop	
275051000189105	Pantop ls	
275071000189104	Pantopan	
27511000189101	Alphadol	
275111000189107	Pantopep	
275131000189102	Pantopik	
275151000189106	Pantopril	
275181000189103	Pantorica	
275201000189104	Pantorica EC	
275221000189105	Pantosec	
275241000189101	Pantosh	
275261000189100	Pantosig	
275281000189106	Pantosol-iv	
275301000189107	Pantotab	
27531000189106	Alphadopa	
275331000189104	Pantotal	
275361000189106	Pantotive	
275391000189103	Pantovar	
275421000189106	Pantox	
275451000189104	Pantoz	
275491000189109	Pantozil	
27551000189102	Alphalan	
275511000189104	Pantozol	
275531000189109	Pantozole	
275551000189100	Pantra	
275581000189108	Pantric	
275611000189100	Pantroz	
275641000189104	Pantry	
275661000189103	Pantune	
275691000189106	Pantz	
275721000189100	Panum	
275761000189105	Panwell	
275781000189104	Panz	
275821000189109	Panzac	
275861000189104	Panzer	
275891000189107	Pa-Pa	
275911000189105	Papilon Sp	
275931000189100	Parabig	
275951000189109	Paracetanal	
275991000189104	Paracin	
27601000189104	Alpkair	
276011000189103	Paracip	
276031000189108	Paracip CAPLET	
276091000189109	Parafizz	
276111000189102	Parafort	
276131000189107	Parage	
276151000189103	Paraglow	
276171000189109	Para-HL	
276191000189108	Parales	
276211000189107	Parameter	
276251000189106	Parapet	
276301000189102	Paraspas	
27631000189107	Alpose	
276321000189108	Parasym	
276341000189104	Paratel	
276361000189103	Paratel-T	
276381000189109	Paratol	
276401000189109	Paratop	
276431000189101	Parazid-500	
276451000189105	Parazid-750	
276471000189104	Parazin-C FC	
276501000189108	Parazine	
276531000189100	Parazo	
276611000189109	Parcef	
276641000189105	Parcid	
276681000189100	Pardopa	
27671000189109	Alpostin	
276711000189101	Paridol	
276761000189104	Parix	
276791000189107	Parizol	
276811000189108	Park	
276831000189103	Parkimet	
276851000189107	Parkin	
276871000189101	Parkitane	
276901000189101	Parkure	
276921000189107	Parmath	
276941000189103	Parnamol	
276981000189108	Parnon	
27701000189108	Alpra	
277011000189100	Parvum	
277031000189105	Pasodan	
277091000189106	Patanol	
277111000189104	Path	
277131000189109	Pathocid	
277201000189107	Patmin	
27721000189102	Alpraday	
277241000189105	Patroz	
277291000189103	Pause	
277331000189107	Pave	
277351000189103	Pax	
277391000189108	Paxmax	
27741000189106	Alpradol-MD	
277441000189109	Paxum	
277481000189104	Paxytol	
277501000189105	Paz	
277531000189102	Pazes-20	
277551000189106	Pazole	
277571000189100	P-bit	
277591000189101	Pbquin	
277611000189106	Pcare	
277631000189101	P-Carzine	
277671000189104	PCM	
277691000189100	Pdcef	
27771000189103	Alpram	
277711000189103	Pd-mox	
277731000189108	Pdnol-am	
277811000189105	Pdpine	
277831000189100	Pdrive S	
277891000189104	Peacin	
277911000189101	Peblo	
277931000189106	Pecalm-md	
277951000189102	Peconac	
277971000189108	Pedicor	
277991000189107	Pedimite	
27801000189100	Alpraquil	
278021000189107	Pedixim	
278041000189103	Pedo	
278071000189106	Pedogril	
278091000189105	Peecef	
278141000189102	Peelar	
278161000189101	Peetam	
278181000189107	Peeza	
27821000189106	Alprax	
278221000189100	Pegadria	
278431000189102	Pelcin	
278451000189106	Pelepra	
27851000189104	Alprax-mt	
278511000189106	Peloscab	
278541000189107	Peltasol	
278601000189108	Pemox	
278631000189100	Pempro	
278651000189109	Pencid	
278691000189104	Pencil	
278711000189102	Pencom	
278731000189107	Pendrox	
278761000189100	Penem	
278791000189108	Penhance	
27881000189107	Alpron	
278811000189109	Penicitin	
278891000189103	Penkool	
278911000189100	Pen-m	
278941000189104	Penmax	
278971000189107	Penmer	
278991000189106	Penover	
279021000189100	Penquin	
279041000189109	Pensone	
279061000189105	Penstal	
279081000189104	Penta	
279101000189107	Pentac	
279131000189104	Pentagon	
279151000189108	Pentalab	
279171000189102	Pentalink	
279191000189103	Pentaloc	
27921000189104	Alprose	
279211000189104	Pentaloc EC	
279231000189109	Pentanerv NT	
279251000189100	Pentariv	
279271000189106	Pentastar	
279301000189109	Pent-Av	
279321000189103	Pentawin	
279361000189108	Pentazole	
279381000189102	Pentium	
279401000189102	Pentizol	
279421000189108	Pentoat	
279451000189101	Pentocos	
279521000189109	Pentopen	
279561000189104	Pentothal	
279591000189107	Pentowok	
279611000189102	Pentozed	
279641000189101	Pents	
279701000189108	Pep-20	
27971000189100	Alprosym	
279731000189100	Pepar	
279811000189103	Pepcinova	
279851000189104	Pepdin	
279891000189109	Pepgerd	
27991000189101	Alproxen	
279921000189104	Peploc	
279941000189108	Pepmark	
279971000189100	Pepnil	
279991000189101	Peprage	
280081000189104	Peptac	
28011000189109	Alpyrin	
280111000189109	Peptazole	
280141000189105	Pepticool	
280161000189106	Peptilcer	
280181000189100	Peptiran	
280201000189101	Peptiset	
280241000189103	Pepzer-O	
280291000189105	Perfame	
28031000189104	Alquin	
280331000189101	Pericam	
280351000189105	Peridol	
280391000189100	Peridon	
280411000189100	Peridon Plus	
280461000189103	Perigard	
280481000189109	Perinorm	
28051000189108	Alrif	
280521000189109	Periset	
280541000189100	Peristar	
280561000189104	Peritol	
280591000189107	Perivalan	
280611000189102	Perizole	
280631000189107	Perizor	
280701000189108	Perlutal	
280731000189100	Perlutal-M	
280761000189107	Permarid	
280821000189106	Permizo	
280901000189105	Peronis	
28091000189103	Alrubicin	
280921000189104	Perri	
280951000189106	Persantin	
280971000189100	Persinal-hp	
281011000189100	Pertel	
281031000189105	Pertenol	
281051000189101	Pertop	
281081000189109	Pertulyn	
281101000189101	Petalife	
28111000189105	Alsartan	
281131000189109	Petaxel	
281161000189102	Petdrox	
281181000189108	Petiol	
281211000189109	Petol	
281241000189105	Petop	
281281000189100	Petpenta	
28131000189100	Alsartan-H	
281331000189107	Petril	
281371000189109	Petxone	
281391000189108	Pevesca	
281421000189100	Pexim	
281451000189107	Pexitaz	
281491000189102	Pfitrax	
28151000189109	Alstat	
281521000189104	P-fix	
281551000189106	Pg	
281611000189106	Pglit	
281631000189101	P-glitz	
281691000189100	Phalin	
28171000189103	Alt Fm	
281711000189103	Pharcef	
281771000189105	Phenergan	
281801000189108	Phenetone	
281821000189102	Phenobarb	
28191000189104	Altacef	
281911000189101	Phenoxyl	
281971000189108	Phenykem	
282041000189108	Phetoin	
282101000189106	Philidol	
28211000189100	Altacef inj	
282151000189107	Phoecef	
282191000189102	Phoricin	
282211000189103	Phosmid	
282281000189107	Phosome	
282301000189108	Phosome liposome	
28231000189105	Altas-at	
282341000189106	Phosuni	
282361000189107	Photon	
282381000189101	Phycam	
282421000189107	Phyte	
282481000189108	Phytoqule	
282501000189102	Phytoral	
28251000189101	Altaxel	
282521000189108	Phytoral shampoo	
282541000189104	Piaa	
282581000189109	Picamid	
282641000189100	Pi-con	
282701000189107	Pidgrel	
28271000189107	Alther-Fort	
282761000189106	Pifstat	
282781000189100	Piglow	
282811000189102	Pih	
282831000189107	Pikcin	
282851000189103	Pikloz	
282911000189106	Pilcort H	
282931000189101	Pileca	
282951000189105	Pill	
282981000189102	Pill-72	
283001000189101	Pilmox	
283041000189103	Piloc	
28311000189107	Althrocin	
283201000189106	Piloric	
283221000189100	Pilpan	
283241000189109	Pilsone	
283261000189105	Pimacid	
283301000189103	Pimaquin	
283341000189100	Pincalm	
283361000189104	Pincard-at	
283381000189105	Pine	
28341000189108	Alticef	
283411000189107	Pinkbery	
283431000189102	Pinlo	
283451000189106	Pinom	
283471000189100	Pinom-H	
283491000189101	Pinsun	
283511000189106	Pintel	
283531000189101	Piobit	
283591000189100	Piocon	
283621000189102	Piodart	
283661000189107	Piofix	
283691000189104	Piogaz	
283711000189102	Piogla	
283741000189101	Pioglar	
283781000189106	Pioglaz	
283801000189107	Pioglaz-m	
1480251000189104	Enzy-D	
28381000189103	Alticef-s	
283821000189101	Pioglit	
283871000189102	Pioglu	
283891000189103	Piokap	
283911000189100	Piokap-mf	
283931000189105	Piolem	
283951000189101	Piolet	
283971000189107	Piolet-m	
283991000189106	Pioli	
284041000189101	Piomed	
284071000189109	Piomed m	
284091000189108	Pionorm	
28411000189101	Alticer	
284111000189101	Piopill	
284131000189106	Piopod	
284191000189107	Pio-q	
284221000189103	Pioquip	
284251000189105	Piorest	
284271000189104	Piosafe	
284291000189100	Piosafe-mf	
284311000189104	Piostar	
284331000189109	Piosys	
284351000189100	Piotop	
284381000189108	Piotrol	
284401000189108	Piotyx	
284421000189102	Piotyx-m	
284441000189106	Pioz	
284471000189103	Piozed	
284491000189104	Piozit	
28451000189102	Alticip	
284511000189109	Pioz-mf	
284561000189106	Piozone	
284591000189103	Piozulin	
284651000189107	Pipactum	
284671000189101	Pipmax	
284691000189102	Piprafast-T	
28471000189108	Alticort	
284711000189100	Piprapen-T	
284731000189105	Piptal	
284761000189103	Piptam	
284801000189105	Piptazone	
284821000189104	Pipzol	
284861000189109	Piraldina	
284881000189103	Pirament	
284901000189100	Pirasun	
284921000189106	Piratec	
284951000189104	Piraz	
284971000189105	Pirazone	
284991000189109	Piricam	
28501000189104	Altifix	
285011000189103	Pirin	
285041000189102	Piriton	
285061000189101	Piriton U	
285101000189104	Pirox	
285121000189105	Piroxitas	
285191000189108	Pitza	
28521000189105	Altimef	
285211000189107	Pizime	
285231000189102	Pizolam	
285251000189106	Pizorad	
285291000189101	Pizot	
285331000189105	P-kalm	
285351000189101	Placid	
285391000189106	Placidin	
285411000189106	Placidox	
285431000189101	Plagerine	
285451000189105	Plagril	
285471000189104	Plagril Gold	
285491000189100	Plagril-a	
285591000189104	Plastomet	
28561000189100	Altinate	
285611000189109	Platfree	
285631000189104	Platfrin	
285651000189108	Platicis	
285691000189103	Platikem novo	
285751000189102	Platloc	
285791000189107	Platocas	
285811000189108	Plavix	
285841000189109	Plaxid	
285891000189102	Pleopill	
28591000189108	Altipenem	
285911000189104	Pleostin	
285951000189100	Pletoz	
285991000189105	Plusmol	
286011000189106	Plutocef	
286031000189101	P-mide	
286061000189108	PMQ	
286081000189102	Pm-Zide	
28611000189103	Altitron	
286111000189107	Pna	
286141000189108	Pnx	
286181000189103	Pnxol	
286201000189104	Pnz	
286231000189107	Pocital-S	
286251000189103	P-OD	
286301000189107	Pokr	
28631000189108	Altizid	
286361000189106	Polanz	
286381000189100	Polaxim	
286401000189100	Polcetam	
286441000189102	Polin	
286501000189101	Poltop	
28651000189104	Alto	
286531000189109	Polwat	
286551000189100	Polya	
286571000189106	Polyglot-m	
286591000189105	Polytoin	
286611000189100	Pomed	
286651000189101	Pony	
286681000189109	Pop	
286731000189103	Popup	
286781000189104	Posid	
286801000189103	Posinorm	
286871000189108	Postop	
286891000189107	Postop injection	
28691000189109	Altol	
286911000189105	Postpon	
287081000189100	Powerace	
28711000189106	Altole	
287111000189105	Powercef	
287131000189100	Powercef O	
287171000189103	Powercip	
287201000189102	Powernac	
287231000189105	Powerzip	
287261000189103	Pozitiv	
287281000189109	Ppi-20	
287321000189104	P-ppi	
287341000189108	P-PPI EC	
287361000189109	Pqine	
287381000189103	Pracidep-S	
287401000189103	Practin	
28741000189107	Altome	
287421000189109	Prado	
287481000189105	Praize	
287501000189104	Pral	
287521000189105	Pralam	
287561000189100	Prancip	
287591000189108	Pranmika	
28761000189108	Altovas	
287611000189103	Pranmox	
287671000189105	Prantriax	
287711000189106	Prasilex	
287771000189104	Prasudoc	
287791000189100	Prasugrin	
287811000189104	Prasusafe	
287831000189109	Prasuvas	
287851000189100	Pratham	
287871000189106	Prax	
287891000189105	Prazine	
28791000189100	Altraflam	
287921000189100	Prazith	
287951000189107	Prazobact	
287981000189104	Prazocid	
288031000189100	Prazolam	
288061000189107	Prazosan	
288081000189101	Prazotel	
288101000189109	Prebaxe	
28811000189104	Altraz	
288121000189103	Precitrol	
288161000189108	Predace	
288181000189102	Predact	
288201000189103	Predcip	
288221000189109	Predinga	
288251000189102	Predlone	
288281000189105	Predmet	
288301000189106	Prednicort	
28831000189109	Altrip	
288321000189100	Predo	
288351000189107	Predom	
288371000189101	Predone	
288451000189103	Predy-M	
288491000189108	Pree-M	
28851000189100	Altrol	
288531000189108	Preface	
288551000189104	Prefol	
288611000189104	Pregaba	
288631000189109	Pregabid	
288651000189100	Pregabin	
288671000189106	Pregacent	
288701000189105	Pregacon	
288771000189100	Pregastar	
288791000189101	Pregcare	
